行號,原文,原文長度,重點整理,處理時間,原始_20到50字的簡述(chatgpt-5),原始_全段主題,原始_總主題,原始_Unnamed: 4
11,曾柏瑜：我覺得要釐清一下，因為這邊講這個研究助理就是撰寫IRM的人，因為在國際上面IRM是由OGP的大會來派發的，也不是派發，就是他們會聘請一個人來確保這整個程序是符合OGP的標準，那因為我們不是OGP的會員，所以才變成我們必須聘一個獨立的IRM。這個人並不負責任何庶務性的工作，他並不是助理，他就是來觀察大家開會的狀況，並紀錄這一切是不是符合這個程序。那他寫出來報告裡面當然包含我們如何執行、我們如何討論、立法院內部各黨團之間的狀況是怎麼樣，以及民間委員態度是如何，類似這樣子的東西。比較不會有機會作出很強烈批判，畢竟他是兩邊共同聘請的，可是他也是有機會作出這樣批判的狀況，因為過去在國際上IRM，其他國家在做OGP的方案，action plan的cycle裡面也的確出現IRM的撰寫人給予非常嚴厲地批評的狀況。所以我想先澄清一下，我同意剛剛幾位的發言，我覺得庶務性工作是不是一樣是由立法院來支應，但是IRM這個聘請的人，聘請的經費要由這個民主基金會執行這件事情，我的確也同意彭教授的說法，因為畢竟民主基金會董事長也是院長的這件事情，我的確我還不是很確定我要怎麼想，就是它到底算是民間的基金會嗎？這樣子。,503,"## 會議記錄整理

### 核心要點  
1. 聘請IRM的性質與角色釐清 - IRM是獨立觀察員，非庶務助理，職責為監督會議流程是否符合OGP標準，並撰寫中立報告，內容涵蓋議程、黨團互動與民間委員態度，不具強烈批判性，但可能出現嚴厲評論。  
2. 民主基金會承擔IRM經費 - IRM的聘請經費應由民主基金會負擔，此為關鍵財務責任歸屬，並非由立法院直接支應。  
3. IRM聘請的獨立性與中立性爭議 - 因民主基金會董事長為院長，引發是否影響IRMs中立性的疑慮，需進一步釐清其民間性質與潛在利益衝突。  
4. IRM報告內容範圍明確 - 報告聚焦於程序合法性、討論過程與外部聲音（如黨團、民間委員），不介入具體政策建議或決策。  
5. 国際慣例與實務參考 - 過往國際OGP案例中，IRM曾提出嚴厲批判，顯示其評價可能具衝擊力，應提前建立風險意識與應對機制。

### 決策事項  
- 未明確決議IRMs聘請經費由民主基金會負擔，需進一步討論與確認。

### 行動項目  
- 由負責單位釐清民主基金會是否具備充分民間性質，並檢視與院長之間的關係可能產生的利益衝突。  
- 建議成立小組評估IRM報告可能的批判性與影響，並擬定應對策略。

### 總結  
本次會議聚焦於釐清IRM的職責、獨立性與經費承擔問題，特別關注民主基金會與院長關係可能引發的中立性疑慮，並提出需進一步釐清與風險評估的行動方向。",2025-09-11 16:39:25,曾柏瑜澄清IRM聘任人員角色，強調其獨立性與監督性，不負責庶務；建議庶務費用由立法院支應，IRM聘任則由民主基金會支持，但對其是否真正屬於民間仍存疑。,,,
12,"侯宜秀：關於這些花費的事情，我們是不是先共筆一個預算表，這個應該是比較基礎的事，所以是不是這個禮拜就提一個預算表出來。因為公私協力的基礎架構就是每個人都有不同的分工，每個委員或是每個單位就自己的分工來看實際上有沒有需要，除了貢獻人力之外，還有哪些需要花錢的部分，大家想一下，然後把它寫進來。我覺得盤點之後會比較知道我們到底缺什麼資源，就算我們去申請一個計畫，這個公私協力的計畫大部分還是立法院在支持，包括從籌備到現在，舉凡場地、人力以及工作人員，其實立法院已經花了很多錢，只是看不到而已。我覺得後面實際上還需要再花費的，比如聘請外面的委員或聘一個獨立觀察者，我覺得這些事情就是要盤點出來，包括幾個人、月，要細到這個程度，我們才有辦法去估算缺多少錢，然後需要到哪裡找錢。
主席（林委員昶佐）：我稍微歸納一下，平常我們開會需要的這些費用，我覺得這一塊跟IRM需要的費用，可能還是要把它分開。那IRM的部分，我想就像剛才講的，我們現在是希望11月底以後就開始撰寫，所以這個研究員想必在那之前就要進來，只是客觀的狀態是它完全是為了研究這個東西所申請的經費，還是怎麼樣，原則上還是要請民間委員這邊確認一下。",498,"## 會議記錄整理

### 核心要點  
1. **建立預算盤點機制** - 會議決議於本週內提出公私協力計畫的初步預算表，由各委員及單位依分工盤點實際需支出項目（如人力、場地、外部聘請等），以明確資源缺口與財務需求。  
2. **區分開會與IRM經費** - 主席強調應將日常會議開支與IRM（獨立研究機構）研究經費分開處理，避免混同，確保經費申請與使用有明確對應。  
3. **釐清民間委員聘請需求** - 明確提出需聘請外部委員或獨立觀察者，並須具體規劃人數、期間與成本，作為後續申請計畫的基礎依據。  
4. **強調立法院已投入資源** - 指出立法院長期支援公私協力計畫，涵蓋場地、人力與工作人員，現階段需釐清「未被看見」的實際支出需求，以提升申請效率。  
5. **推動預算細部化與可估算性** - 要求預算表須細到「幾人、幾月」等具體項目，以確保後續申請計畫時能精準估算資金缺口與籌措方向。

### 決策事項  
- 本週內提出公私協力計畫之初步預算表，並由各單位依分工填報實際支出項目。

### 行動項目  
- 各委員與單位於本週內完成分工內的預算項目梳理，提交初步預算表。  
- 民間委員團隊確認IRM研究經費之申請性質（是否為純研究用途），並提出聘請外部人員之具體規劃。

### 總結  
本次會議聚焦於建立公私協力計畫的預算盤點基礎，強調需細部釐清實際支出需求，並區分不同類型經費，以提升後續計畫申請的可行性與透明度。",2025-09-11 16:39:46,侯宜秀建議先共筆詳細預算表，盤點人力與費用需求，再決定資金來源；林昶佐總結會議費用與IRM費用應分開處理，IRM研究員需於11月底前進駐，經費來源待民間確認。,,,
13,我記得當初公督盟有承接這件事情後續的一些規劃，可能跟大家consult以後確認，如果要申請哪一些費用等等的，大家可以互相協助，包括像民主基金會等等，我們應該可以一起來協助這些申請的工作，但可能時間上要抓一下。另外，就是平常開會的部分，我覺得平常召開會議需要的庶務費用，我們工作小組真的要來列一下預算。今年的話，我跟洪顧問會去找一些目前現有的，像洪顧問會去找秘書長，以目前有的部分來支應，包括手譯、翻譯等費用，這些平常開會需要的一些費用支出。但明年開始之後，可能就要進入剛才說的公私協力規劃，可能有一半再用什麼樣的計畫去申請，可能就不太適合跟IRM包在一起。我剛才這樣聽下來，我覺得放在一起反而會有點混亂，它到底算不算在同一個會議的計畫裡面，這會有一點複雜，所以可能還是切開，然後平常開會所需要的費用，我們把它列下來以後，我覺得就抓一個禮拜，我們工作小組來編一下預算表，然後這一個禮拜列出來以後，可能就丟到所有委員的Slack頻道上面來確定，大家看有沒有漏掉什麼。民主基金會明年的計畫好像是9月底之前要丟出去，原則上這就是工作小組的事，給大家看了以後，沒有問題的話，我們就來分，那些是一人一半，還是平常立法院就已經支出一些費用了,513,"## 會議記錄整理

### 核心要點  
1. **分拆會議費用規劃** - 平時開會所需庶務費用（如手譯、翻譯）應與公私協力計畫區隔，避免混雜導致計畫複雜化，明年起需另設專案申請。  
2. **工作小組負責編製預算** - 工作小組需在一個禮拜內完成開會費用預算表，並上傳至委員Slack頻道徵求意見，確保透明與完整性。  
3. **預算確認機制** - 預算表公開後，由所有委員審查確認，無異議後才進行費用分攤與執行。  
4. **民主基金會計畫時程** - 明年計畫須於9月底前提出，工作小組需配合完成相關規劃與分攤建議。  
5. **費用分攤原則** - 未來開會費用將依實際支出情況，討論由個人或小組分擔比例，或由立法院已支出部分補足。

### 決策事項  
- 平時開會庶務費用將獨立於公私協力計畫，明確區分並另設申請途徑。

### 行動項目  
- 工作小組於一個禮拜內編製開會費用預算表，並上傳至Slack頻道供委員審查。  
- 確認預算內容無誤後，提出費用分攤方案（個人/小組/立法院支出）供討論。  
- 民主基金會明年計畫於9月底前完成並提交。

### 總結  
會議決議將開會庶務費用與公私協力計畫分開管理，由工作小組編製預算並公開徵求意見，以確保透明與執行清晰。",2025-09-11 16:40:05,林昶佐建議庶務費用與IRM經費切開處理；今年由秘書處支應，明年依公私協力規劃，工作小組一週內編列預算表並於Slack確認，9月底前送出申請案。,,,
14,"所以衍生的一些會議費用，民間就多分一些，我們到時候再來討論。但原則上我想這些費用可能不會像IRM的費用那麼多才對，所以我們就一個禮拜之內確定預算表，然後原則上9月底前工作小組就把這個計畫寫一寫，但是如果我們決定一人一半的話，另外那一半就是民間的委員要想看看怎麼申請。
主席（洪顧問慈庸）：應該是說IRM如果要對外申請，那就一定是民間來主導，就不會是工作小組，這必須要講得很清楚。
主席（林委員昶佐）：我再講清楚，就是IRM部分，因為我們之前的分工確定下來是公督盟會去負責這件事，還有誰？那時候好像有三個委員還是兩個委員負責這件事，我現在只看到君陽一個人一直點頭，然後其他的所有的民間委員沒有任何的……，我懶得去翻會議紀錄了，大家還記得嗎？有阿端，好，總之我記得是三個民間委員，對不對？就是去規劃後續IRM的事情，因為我們也不是OGP的會員國，所以有三位民間委員當初認領這件事情，這個部分就要確定，包括明年編列的這些預算會是由民間委員來負責，講的就是我們日常開會的這些庶務事情的規劃和預算的規劃。
曾柏瑜：關於IRM的經費由民間全部負責這件事情，我想釐清一下，我們當時之所以提議IRM的經費由政府，就是立院出一半，民間出一半的原因",514,"## 會議記錄整理

### 核心要點  
1. IRM經費由民間主導負責 — 明確提出IRM對外申請須由民間委員主導，且日常庶務與預算規劃由民間委員承擔，政府不參與經費分攤。  
2. 原有民間委員分工需確認 — 主張應重申過去由三位民間委員（含阿端、君陽等）認領IRM規劃責任，現階段須釐清實際參與者與分工。  
3. 經費分攤原則調整 — 原提議「政府與民間各出一半」需重新檢視，主張民間應全數承擔IRM經費，避免政府介入。  
4. 預算表須於一週內釐清 — 工作小組應於一個禮拜內完成IRM相關預算表的初步規劃，並於9月底前提交完整計畫書。  
5. 民間委員需主動申請經費 — 若決定採「一人一半」模式，則另一半經費需由民間委員自行規劃並提出申請，強調民間主體性。

### 決策事項  
- IRM對外申請與日常庶務規劃由民間委員主導，政府不參與經費分攤或主導。

### 行動項目  
- 工作小組於一個禮拜內提出IRM預算表草案。  
- 明確確認並公告實際負責IRM規劃的三位民間委員名單。  
- 民間委員針對個人承擔部分的經費申請，提出具體規劃與申請方案。

### 總結  
本次會議明確確立IRM由民間主導、全數承擔經費，並強調需釐清實際負責委員與預算規劃時程，強化民間主體性與責任承擔。",2025-09-11 16:40:29,會議決議庶務費用由工作小組編列預算，IRM經費則由民間主導申請；但曾柏瑜重申，原本規劃是立院與民間各自分攤一半，以確保公平與合理性。,,,
15,"是因為經費如果由民間全部出的話，那就跟影子報告沒有任何的差別。對，影子報告，因為在其他國家是OGP派一個IRM來做這個，民間也會找比如說第三方的民間團體來做一個，所以他會有一個是OGP派來的，跟當地的民間團體自己出的。如果今天我們臺灣因為不是OGP會員國，因此這個IRM的報告就由民間全部自己出，那就跟所謂的影子報告沒有區別了，所以當時我們才會說為了要作出跟影子報告的區別，這個所謂的IRM是不是應該立院出一半，民間出一半，來弄一個新的制度，當時是因為這個原因。
吳銘軒：我再補充一下，那個時候還有說，如果國發會那邊通過的話，乾脆就包在一起做，就是三三四。
主席（洪顧問慈庸）：因為現在國發會的進度……
吳銘軒：三三四的意思就是30%，其實也不是三三四，就是比方說33%、33%和34%，然後民間多出1%。理想上是啊！就是不是民間團體自己去寫，政府當然要寫自己的，那是避不了的，但是民間團體這邊不用寫，但是我們一起籌一筆錢，然後找一個研究單位。不過如果時間很趕的話，可能君陽要先去問問看有興趣的老師。
主席（林委員昶佐）：這樣民主基金會的補助到底算官方補助還是民間？
吳銘軒：這個大家可以討論一下，對不起我要提醒一下，民主基金會應該是一個民間組織一年只能申請一次",531,"## 會議記錄整理

### 核心要點  
1. **建立IRM報告新制度以區別於影子報告** - 因臺灣非OGP會員國，若完全由民間出資，將導致IRM報告等同於影子報告，故需設計政府與民間共擔經費的制度，以強化報告的獨立性與公信力。  
2. **提出「三三四」經費分攤模式** - 建議政府與民間各出約33%、34%，民間多出1%，作為共同籌資基礎，避免完全由民間承擔而失去政府參與的區別。  
3. **政府與民間共同委託研究單位執行** - 由雙方共同籌資，並聘請第三方研究單位進行報告撰寫，確保專業性與中立性，政府不直接撰寫內容，但參與規劃與監督。  
4. **民主基金會補助性質存疑** - 關於民主基金會的補助是否屬「官方補助」，需進一步討論，因該組織為民間團體，原則上一年僅能申請一次補助。  
5. **時間壓力下需提前確認研究單位興趣** - 若時間緊迫，應由君陽先詢問有興趣的學者或研究團隊，以確保能及時推動計畫執行。

### 決策事項  
- 未明確決議是否採行「三三四」經費分攤模式，仍待國發會進度確認。

### 行動項目  
- 君陽需於會後主動詢問學界研究單位是否有意參與IRM報告研究。  
- 對民主基金會補助性質進行內部討論，釐清其屬官方或民間補助之歸類。  
- 跟進國發會相關進度，評估是否可將IRM報告與其他計畫整合推動。

### 總結  
本會議聚焦於如何建立具政府參與、區別於影子報告的IRM報告制度，並探討經費分攤與執行模式，尚未形成最終決策，但已提出「三三四」共擔模式與關鍵行動項目。",2025-09-11 16:40:56,曾柏瑜強調若全由民間負擔，IRM將淪為影子報告，故應立院與民間各半；吳銘軒補充曾討論「三三四」分攤模式，並提醒民主基金會屬民間資源且一年僅能申請一次。,「會議決議：庶務專表9月底前完成，IRM經費待與唐鳳會談後確定」,,
16,"所以如果是公督盟要的話，其實就會吃掉公督盟自己的quota。
主席（洪顧問慈庸）：我先講一下，我意識到剛剛君陽講的是立法院要自己做一份，所以立法院必須派自己的人力去做，所以等於說現在在國發會那邊還沒有一個方向的時候，我們要自己做自己的事情，就是立法院這邊自己編列一個人力去做立法院的，民間這邊你們編列一個人力做民間的，現在只能這樣子，因為我們目前不知道國發會什麼時候才要做。我們現在應該要有兩個方案，一個是他們不進來的時候我們要怎麼走？一個是他們進來的時候我們要怎麼走？
吳銘軒：剛剛阿Fi解釋的意思就是說，這個分別其實不是在於國發會要不要進來，而是在於我們怎麼想像這個報告，如果是一個民間意見為主的報告，那就是民間另外開一個會，不用在這裡，我們就另外討論我們要怎麼處理這個事情，就把它結束了；但如果我們覺得它應該是一個獨立的審查，既不是偏民間的意見，也不是偏政府意見的話，才會有剛剛說的各出一半的問題，如果國發會要加進來的話，那就各出三分之一，大概是這樣的意思。佩蔚，理解嗎??
黃佩蔚：我有理解，但是我只想要提兩個問題，這可能要實際在討論的時候才會知道的，就是剛才我們講的很多單位可以進行申請經費",500,"## 會議記錄整理

### 核心要點  
1. 立法院須自主編列人力進行報告規劃 - 因國發會尚未有明確方向，立法院必須自行安排人力完成報告，避免完全依賴國發會。  
2. 報告性質決定分工模式 - 若為民間主導，則民間另開會議處理；若為獨立審查，則立法院與民間各出一半人力，國發會加入則各出三分之一。  
3. 需建立兩種情境應對方案 - 明確規劃「國發會不參與」與「國發會參與」兩種情境下的運作模式。  
4. 單位可申請經費推動報告 - 各單位有資格申請經費，但實際執行需視報告性質與分工模式而定。  
5. 需進一步釐清報告主軸與審查獨立性 - 為避免偏頗，須明確討論報告是否應為中立獨立的審查機制。

### 決策事項  
- 未形成明確決策，僅確認需建立「國發會參與」與「不參與」兩種情境下的報告分工模式。

### 行動項目  
- 由立法院與民間單位共同擬定兩種情境（國發會參與/不參與）下的報告分工與經費申請流程。  
- 預計在下次會議中進一步討論報告性質與審查獨立性的具體定義。

### 總結  
本會議聚焦於立法院與民間在報告規劃上的自主性與分工模式，強調需根據國發會是否參與，設計相應的運作方案，並釐清報告的主軸與中立性。",2025-09-11 16:41:17,洪顧問指出立法院與民間需各自獨立編列人力撰寫報告，並規劃國發會參與與否的兩套方案；吳銘軒則說明若報告為獨立審查，應由雙方各出一半，若國發會加入則三方各出三分之一。,,,
17,"就是誰給我錢跟誰去拿錢，還有我們要花什麼錢，所以這三個是不是需要一個分別？因為到時候作帳核銷一定是一件事，可能要專款專用，還是說可以怎麼做？那個錢是誰申請的，那它就專門只for某一件事情，這樣也許在核銷或是預算方面看錢的時候會比較清楚。這是第一點。
第二點是我剛才也請教過老師，就是科技部也是一個拿錢的方向，因為我知道這裡面有一個識讀和教育的塊面，它其實就滿適合去走這個路線的。這部分也請參考進來。
主席（林委員昶佐）：這個議題不太適合聊太久，因為今天的重點還是「一」跟「三」，所以「二」和「四」的部分一個就是平常需要開的會議所衍生的費用，包括翻譯、手譯等等，這些應該是由工作小組寫出專表，然後規劃用什麼樣的方式去申請，不管是民主基金會或是其他相關的單位，因為這可能會有一半是立法院出，另外一半還是要民間出，民間的部分我想還是要提出一些適合的計畫去申請補助，或是如果大家覺得民間所有的單位看起來好像滿少的，一除下來每個單位才出多少錢就可以了，那也是可以的，反正就先把它列出來，儘量在9月底以前就把該申請的案子送出去。
至於IRM的部分，我目前不是那麼確定國發會的進度，這一、兩個禮拜我其實有約去跟唐鳳那裡再談一下",506,"## 會議記錄整理

### 核心要點  
1. **資金來源與使用需明確區分** - 需釐清「誰給錢」、「誰去拿錢」及「花在哪裡」三項，並建立專款專用機制，以利後續帳務核銷與預算管理。  
2. **科技部識讀與教育計畫為重要補助方向** - 建議將科技部在識讀與教育領域的資源納入規劃，作為申請補助的重點路線。  
3. **會議相關費用應由工作小組專項規劃** - 包括翻譯、手譯等開支，需由小組擬定申請專表，明確說明費用構成與申請途徑。  
4. **資金來源分擔機制需明確** - 建議民間單位與立法院共同分擔會議開支，民間部分應提出具體計畫申請補助，或以單位自籌方式承擔。  
5. **IRM計畫進度待確認，需持續追蹤** - 國發會進度不明，建議持續與唐鳳團隊溝通，並在未來一至兩週內釐清實際推動狀況。

### 決策事項  
- 確立「資金來源」、「資金使用」與「核銷機制」三項區分原則，推動專款專用。

### 行動項目  
- 工作小組於9月底前完成會議相關費用（翻譯、手譯等）之專項申請計畫表。  
- 提出針對科技部識讀與教育領域的補助申請策略，納入後續規劃。  
- 持續與國發會及唐鳳團隊溝通，追蹤IRM計畫實際進度。

### 總結  
本次會議聚焦於資金流動的清晰化與補助申請策略，強調專款專用與明確分工，並推動關鍵行動項目於9月底前完成規劃與提報。",2025-09-11 16:41:43,黃佩蔚提醒資金應專款專用並釐清核銷流程，並建議科技部也是可能的經費來源；林昶佐總結，庶務費用由工作小組列專表，9月底前完成申請，IRM部分則待與唐鳳會談後再決定方向。,,,
18,"但是我也不太確定現在國發會的想法、政委的想法，以及行政院方面的相關進度如何，但是我會去跟他確認。
我想像的應該比較像是剛才阿端提到的，就是這可能還是一人出一半，因為如果它是一個完全獨立的報告，可能就是我們這邊不管官方或民間一人出一半。既然如此，是不是請君陽和阿端回去想一下，我們現在的原則基本上是一個全獨立的報告，所以我們一人出一半，國發會如果可以參與進來，變成各三分之一的話，可能可以怎麼處理？包括剛才其實阿端也有提到，一個單位只能申請同一個政府部門或基金會，譬如民主基金會的補助，而且一年一次而已，如果有這種限制的話，可能這些都要一起納入考量。
吳銘軒：我只是想確定一下這是不是大家的共識，就是我們期待的是一個獨立的報告，還是我們期待的是一個從民間意見出發的報告？其實兩個都可以，並沒有不行，但是我覺得我們應該發表一下意見，看大家比較favor哪一個。
趙恭岳：因為大家在討論IRM的性質，其實從OGP來看，IRM的性質和國家的開放政策本來就是平行獨立的，不一定要跟它in line，所以我覺得第一個，性質上它應該回到前面談的，它是一個比較偏向獨立調查的報告。如果以這個部分來看，在經費的分攤上我覺得以目前在委員會這邊的部分一半、一半，",520,"## 會議記錄整理

### 核心要點  
1. **報告性質應為獨立調查報告** - 會議確認IRM性質應獨立於政府政策，類似OGP框架下的平行機構，不需與國家開放政策同步，強調其獨立性與客觀性。  
2. **經費分攤原則擬定為「各半」** - 委員會內部將採用「一人出一半」模式，若國發會參與，則調整為「各三分之一」，反映三方共同承擔經費的原則。  
3. **單位申請限制需納入考量** - 一單位每年僅能申請一次同一政府部門或基金會補助（如民主基金會），此限制應納入報告執行與經費規劃的評估範疇。  
4. **報告類型存在共識分歧** - 會中討論是否為「獨立報告」或「從民間意見出發的報告」，雖無絕對共識，但傾向支持獨立調查報告以確保中立性。  
5. **需確認國發會參與模式與角色** - 對國發會是否能參與、如何參與、參與後的經費與權責分配，仍待進一步釐清與確認。

### 決策事項  
- 會議決議報告性質應為「獨立調查報告」，並與政府政策保持平行關係，不需對齊。

### 行動項目  
- 請君陽與阿端回覆並提出：在「一人出一半」或「三方各三分之一」經費分攤模式下，如何具體設計報告執行與參與機制。  
- 請確認國發會參與的可行性、角色定位與相關補助申請限制之具體影響。

### 總結  
會議明確支持IRM以獨立調查報告為性質，並朝向三方共同參與、經費分攤合理化的方向進行規劃，同時需釐清參與單位的申請限制與實際操作模式。",2025-09-11 16:42:06,林昶佐建議IRM報告原則為獨立，由官方與民間各出一半，若國發會加入則三方分攤；吳銘軒提問是否共識為獨立報告，趙恭岳則支持獨立調查定位並維持一半一半分擔。,,,
19,"可能相對來講會比國發會的經費再涉入更恰當一些。以上是從它的性質上面來看，因為我覺得國發會本身是開放政府或開放資料的相關主責單位，它有自己的國家政策，涉入經費分攤可能會有一些疑義。以上跟大家分享。
吳銘軒：我想釐清一下，之所以覺得如果國發會要的話就一起來的原因是因為到時候只會有一份「開放政府/開放國會」的報告，也就是同一份，但是如果我們把它分開來的話，當然就是兩件無關的事情，所以這是不是請Freddy之後再去多討論？但是如果大家今天沒有反對，那我們就走獨立報告這條路，剩下的三分之一就是民間這邊看我們用什麼方式來籌嘛。好不好？就是看看60萬元的三分之一……
彭啟明：我會覺得國發會是政府，然後立法院、民間，但是如果按照這個邏輯，民間那個三分之一就不要去找民主基金會，這樣會被講話，所以就大家想辦法募，但是如果可以的話，預算還是要先弄出來。
吳銘軒：針對報告的部分可不可以請君陽先找一下，就是可能可以協助的研究單位或是做這個研究的學者或是什麼的，然後先請他們估一下如果是6個月的計畫，大概是多少錢，之後我們再來看這個分攤的部分。但分攤的部分我想應該不會是平分的，就是要看每個團體……",491,"## 會議記錄整理

### 核心要點  
1. **決議採行獨立報告路線** - 為避免國發會與立法院報告內容重疊，決議將「開放政府」與「開放國會」分為兩份獨立報告，而非合併呈現。  
2. **民間部分預算由民間團體自籌** - 民間部分預算（約60萬元之三分之一）將由民間團體自行籌措，不透過國發會經費分攤。  
3. **建議由君陽協助評估研究成本** - 請君陽先蒐集具備相關研究能力的學者或單位，估計6個月計畫所需經費，作為後續分攤依據。  
4. **預算分攤不採平分原則** - 各單位經費分攤應依據其性質與責任範圍調整，非均等分配，以反映實際投入與角色差異。  
5. **需進一步釐清民間募資可行性** - 因若由民主基金會等民間單位承擔，可能面臨話語權與透明度疑慮，需評估募資途徑與社會接受度。

### 決策事項  
- 採行「開放政府」與「開放國會」分為兩份獨立報告之路線。

### 行動項目  
- 君陽負責蒐集相關研究單位或學者，估計6個月計畫所需經費。  
- 民間團體需規劃並提出自籌預算方案，釐清募資途徑與可行性。  
- 對分攤機制進行內部討論，確認是否符合各單位角色與責任。

### 總結  
會議決議將開放政府與開放國會分為兩份獨立報告，並由民間團體自籌三分之一預算，強調經費分攤應依據角色性質調整，非平分。",2025-09-11 16:42:29,趙恭岳認為IRM應獨立，國發會涉入恐生疑；吳銘軒建議維持獨立報告，由民間籌三分之一經費；彭啟明提醒民間部分不宜申請民主基金會，應另籌款並先估計半年計畫費用。,,,
20,"侯宜秀：我想確認一下，所以現在君陽要規劃的是一個開放政府開放國會，他要找人寫的是這個嗎？
主席（林委員昶佐）：我覺得先不用政府，國會而已。
侯宜秀：只有國會嘛！那為什麼預算會混在一起？
主席（林委員昶佐）：應該沒有所謂三分之一的問題，應該是二分之一、二分之一。現在我們應該default就是開放國會，然後就是二分之一、二分之一，即國會跟民間二分之一，然後找一個獨立的研究員來做這個調查報告，看看是不是在兩個禮拜後的會議之前，由君陽這邊協助提供一個簡單的案子，如果會有任何的改變，就是除非我去找唐鳳政委討論以後，國發會也希望開放政府跟開放國會整體的報告變成同一個事情，如果有發生這樣事情的話，才會有剛剛講的，可能有這樣子的改變，要不然的話default就不是這樣，就是二分之一、二分之一。
主席（洪顧問慈庸）：那我做最後的確認，就是立法院不用自己產生一個嘛！對不對？
吳銘軒：要！
主席（林委員昶佐）：要！
主席（洪顧問慈庸）：還要喔！這樣立法院的工作有一點重複了。
耿璐：因為根據OGP的法規，立法院是實際執行的人，所以你們要自己寫一份工作報告，這比較像是工作評估報告，比如說無論是架設任何系統或做任何程序上的改變，其實都不可能是我們在這裡做",521,"## 會議記錄整理

### 核心要點  
1. **決策：開放國會為主要方向，採「二分之一、二分之一」模式** - 国会與民間各占一半，不設政府參與，並以獨立研究員進行調查報告，作為後續決策基礎。  
2. **確認立法院需自行製作工作報告** - 根據OGP規範，立法院為實際執行單位，應自主完成工作評估報告，避免與外部單位重複。  
3. **獨立研究員將負責調查並提供簡報案** - 由君陽協助，於兩週內完成初步調查報告，作為會議前簡報依據。  
4. **開放政府與開放國會報告將整合** - 若經唐鳳政委討論後，兩者報告將合併為一體，否則維持現行「二分之一、二分之一」架構。  
5. **避免立法院與外部單位重複工作** - 明確區分立法院作為執行者與外部單位作為評估者角色，防止職能重疊。

### 決策事項  
- 開放國會為主要方向，採「二分之一、二分之一」模式（國會與民間各半），不設政府參與。  
- 立法院需自行製作工作報告，作為實際執行與工作評估之依據。

### 行動項目  
- 君陽團隊協助獨立研究員於兩週內完成初步調查報告，並提供簡報案。  
- 該報告將於會議前提交，作為後續討論基礎。  
- 未來是否整合「開放政府」與「開放國會」報告，需由主席與唐鳳政委進一步討論確認。

### 總結  
本次會議明確確立「開放國會」為核心方向，並強調立法院應自主製作執行報告，同時由獨立單位進行調查評估，以避免職能重複並提升報告專業性。",2025-09-11 16:42:53,討論確認IRM報告以開放國會為主，由國會與民間各出一半並聘獨立研究員；同時立法院仍須撰寫自身工作報告。,"「IRM報告確立獨立性，國會與民間各半分擔」

「會議決議：院方自撰工作報告，另聘獨立研究員」",,
21,"所以就是立法院在做。所以你們必須自己寫自己的報告，然後IRM是獨立的，這就是OGP裡面一個必然的狀況。
田君陽：我建議一下，因為立法院法制局研究員本身除了一般對於行政院的法制做研究以外，我記得還有一些專題研究，所以看看能不能做一些妥適的安排，就是請他也一起參與或是如何，然後把他原本既有的工作予以納入，所以就是由法制局研究員本身去承接一部分立法院自己這邊的工作評估報告，所以我想問一下這樣做的可行性，因為其實它是有專題報告的空間，如果有一些適合的安排，我想這是一個很好的研究方向，而且他們自己本身在寫專題研究的時候，應該也會希望有一些合適的體材，然後是大家關心的，以上建議。
耿璐：關於立法院自己寫的工作報告，好像就沒有很嚴格的規範，說要寫成什麼樣的規模，所以我覺得你們一開始寫的時候其實也不用寫得很大或是很專精，或許就是先以工作紀錄或實際上發生的為主，我覺得這個彈性就還滿大的，只是實際執行的人還是要有一個東西出來，畢竟這就有點像成果報告、結案報告或工作報告。
主席（林委員昶佐）：一個就是立法院自己本來可能就會寫的工作報告、紀錄或是成果報告那樣的東西，然後另外一個是我們獨立聘請外面的調查員來做的",500,"## 會議記錄整理

### 核心要點  
1. IRM與立法院應獨立運作，立法院需自行撰寫工作報告——此為OGP框架下的必然安排 - 明確界定IRM與立法院的角色分工，強調報告需由立法院自主完成。  
2. 建議整合法制局研究員專題研究能量，參與立法院內部工作評估報告的撰寫——提升研究資源運用效率，並結合既有專題內容。  
3. 立法院報告無嚴格規模規範，可先以工作紀錄或實際事件為主——強調彈性與實務導向，降低初期撰寫門檻。  
4. 報告類型可包含工作紀錄、成果報告或結案報告——提供多元報告形式選擇，符合實際執行需求。  
5. 報告需由實際執行者提出，確保內容具體可驗證——強調成果之真實性與責任歸屬。

### 決策事項  
- 無明確決策內容（僅提出建議與方向）

### 行動項目  
- 由法制局研究員參與立法院工作評估報告之撰寫，並整合其既有專題研究內容  
- 建議初期報告以工作紀錄或實際事件為主，作為試行範本  

### 總結  
本會議聚焦於立法院自主撰寫工作報告的可行性與實務操作，提出資源整合與彈性執行的建議，強調報告應具實務基礎與可驗證性。",2025-09-11 16:43:11,田君陽建議由立法院法制局研究員承接部分工作評估報告；耿璐認為院方報告可彈性處理，以工作紀錄為主；林昶佐總結分為院方自寫報告與獨立聘請調查員兩部分。,,,
